An,Judet PJ,Localitate PJ,Cod SIRUTA PJ,Mediu loc. PJ,cod_siiir_pj,Denumire PJ,Localitate unitate,Cod SIRUTA unitate,Mediu loc. unitate,Cod SIRUES,Cod SIIIR unitate,Denumire scurta unitate,Denumire lunga unitate,Tip unitate,Statut unitate,Cod fiscal,Mod functionare,Forma finantare,Forma proprietate,Strada,Numar,Cod postal,Telefon,Fax,Email,numar_elevi,limba_de_predare,nivel_invatamant,numar_subunitati,nr_rural,nr_urban
2024-2025,HR,Odorheiu Secuiesc,83142,Urban,1961103761,"Liceul Tehnologic ""Bányai János"" Odorheiu Secuiesc",Odorheiu Secuiesc,83142,Urban,1064584,1961103761,"Gri ""Banyai Janos"" Odorhei","Liceul Tehnologic ""Bányai János"" Odorheiu Secuiesc",Unitate de Învățământ,Pj,4612517,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Budvár,8A,535600.0,266218428.0,266218428.0,Ct.Banyaijanos@Eduhr.Ro,465.0,['Limba maghiară'],"['Liceal', 'Postliceal', 'Profesional']",1.0,0.0,27.0
2024-2025,HR,Odorheiu Secuiesc,83142,Urban,1961104622,"Liceul Tehnologic ""Eötvös József"" Odorheiu Secuiesc",Odorheiu Secuiesc,83142,Urban,809236,1961104622,"Gri ""Eotvos Jozsef"" Odorhei","Liceul Tehnologic ""Eötvös József"" Odorheiu Secuiesc",Unitate de Învățământ,Pj,4367477,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Tompa László,12,535600.0,266218017.0,266218017.0,Gs.Eotvosjozsef@Eduhr.Ro,621.0,['Limba maghiară'],"['Liceal', 'Profesional']",1.0,0.0,28.0
2024-2025,HR,Odorheiu Secuiesc,83142,Urban,1961104916,"Liceul Tehnologic ""Kós Károly"" Odorheiu Secuiesc",Odorheiu Secuiesc,83142,Urban,1181801,1961104916,"Gri ""Kos Karoly"" Odorhei","Liceul Tehnologic ""Kós Károly"" Odorheiu Secuiesc",Unitate de Învățământ,Pj,4367507,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Nicolae Bălcescu,6,535600.0,266218264.0,266218264.0,Grs.Koskaroly@Eduhr.Ro,522.0,['Limba maghiară'],"['Liceal', 'Profesional']",1.0,0.0,25.0
2024-2025,HR,Odorheiu Secuiesc,83142,Urban,1961100021,"Liceul Teoretic ""Tamási Áron"" Odorheiu Secuiesc",Odorheiu Secuiesc,83142,Urban,521365,1961100021,"Lit ""Tamasi Aron"" Odorhei","Liceul Teoretic ""Tamási Áron"" Odorheiu Secuiesc",Unitate de Învățământ,Pj,4612509,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,"Baróti Szabó Dávid, Márton Áron","32, 4",535600.0,266218379.0,266218379.0,Lt.Tamasiaron@Eduhr.Ro,871.0,['Limba maghiară'],"['Gimnazial', 'Liceal', 'Postliceal', 'Primar']",2.0,0.0,33.0
2024-2025,HR,Odorheiu Secuiesc,83142,Urban,1961104545,"Școala Gimnazială ""Bethlen Gábor"" Odorheiu Secuiesc",Odorheiu Secuiesc,83142,Urban,1152123,1961104545,"S08 ""Bethlen Gabor"" Odorhei","Școala Gimnazială ""Bethlen Gábor"" Odorheiu Secuiesc",Unitate de Învățământ,Pj,4367531,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Tineretului,3,535600.0,266218099.0,266218099.0,Sc.Bethlengabor@Eduhr.Ro,508.0,['Limba maghiară'],"['Gimnazial', 'Primar']",1.0,0.0,9.0
2024-2025,HR,Odorheiu Secuiesc,83142,Urban,1961104884,"Școala Gimnazială ""Móra Ferenc"" Odorheiu Secuiesc",Odorheiu Secuiesc,83142,Urban,5035593,1961104884,"S08 ""Mora Ferenc"" Odorhei","Școala Gimnazială ""Móra Ferenc"" Odorheiu Secuiesc",Unitate de Învățământ,Pj,13378866,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Victoriei,16A,535600.0,266218359.0,266219388.0,Sc.Moraferenc@Eduhr.Ro,543.0,['Limba maghiară'],"['Gimnazial', 'Primar']",1.0,0.0,9.0
2024-2025,HR,Odorheiu Secuiesc,83142,Urban,1961104414,"Școala Gimnazială ""Orbán Balázs"" Odorheiu Secuiesc",Odorheiu Secuiesc,83142,Urban,520141,1961104414,"S08 ""Orban Balazs"" Odorhei","Școala Gimnazială ""Orbán Balázs"" Odorheiu Secuiesc",Unitate de Învățământ,Pj,13332451,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Independentei,35,535600.0,266218271.0,266218271.0,Sc.Orbanbalazs@Eduhr.Ro,566.0,['Limba maghiară'],"['Gimnazial', 'Primar']",1.0,0.0,9.0
2024-2025,HR,Odorheiu Secuiesc,83142,Urban,1961104138,"Școala Gimnazială ""Tompa László"" Odorheiu Secuiesc",Odorheiu Secuiesc,83142,Urban,521250,1961104138,"S08 ""Tompa Laszlo"" Odorhei","Școala Gimnazială ""Tompa László"" Odorheiu Secuiesc",Unitate de Învățământ,Pj,13332460,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Tamási Áron,19,535600.0,266218246.0,266218246.0,Sc.Tompalaszlo@Eduhr.Ro,375.0,['Limba maghiară'],"['Gimnazial', 'Primar']",3.0,0.0,32.0
2024-2025,HR,Odorheiu Secuiesc,83142,Urban,1961205734,"Școala Postliceală Sanitară ""F.E.G. Education"" Odorheiu Secuiesc",Odorheiu Secuiesc,83142,Urban,,1961205734,"Scp ""Feg"" Odorhei","Școala Postliceală Sanitară ""F.E.G. Education"" Odorheiu Secuiesc",Unitate de Învățământ,Pj,36943624,Un Schimb/Zi,Taxă,Privată,Kuvar,33,535600.0,266210141.0,266210141.0,Fegeducation.Odorhei@Yahoo.Com,96.0,['Limba maghiară'],['Postliceal'],1.0,0.0,4.0
2024-2025,HR,Păuleni-Ciuc,83384,Rural,1961104925,"Școala Gimnazială ""Márton Ferenc"" Păuleni-Ciuc",Păuleni-Ciuc,83384,Rural,520294,1961104925,"S08 ""Marton Ferenc"" Pauleni Ciuc","Școala Gimnazială ""Márton Ferenc"" Păuleni-Ciuc",Unitate de Învățământ,Pj,12882422,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,116,537230.0,266333604.0,266333604.0,Scg.Martonferenc@Eduhr.Ro,217.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,18.0,0.0
2024-2025,HR,Plăieșii de Jos,85298,Rural,1961104604,"Școala Gimnazială ""Dr.Lukács Mihály"" Plăieșii de Jos",Plăieșii de Jos,85298,Rural,520854,1961104604,"S08 ""Dr. Lukacs Mihaly"" Plaiesii de Jos","Școala Gimnazială ""Dr.Lukács Mihály"" Plăieșii de Jos",Unitate de Învățământ,Pj,12831615,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Imper,297,537235.0,266333019.0,266333019.0,Sc.Lukacsmihaly@Eduhr.Ro,477.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",9.0,41.0,0.0
2024-2025,HR,Porumbeni,85216,Rural,1961104088,"Școala Gimnazială ""Kányádi Sándor"" Porumbenii Mari",Porumbenii Mari,85216,Rural,520828,1961104088,"S08 ""Kanyadi Sandor"" Porumbenii Mari","Școala Gimnazială ""Kányádi Sándor"" Porumbenii Mari",Unitate de Învățământ,Pj,13398723,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Fölszög,13,537214.0,266244525.0,266244525.0,Sc.Porumbenii@Eduhr.Ro,300.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",3.0,26.0,0.0
2024-2025,HR,Praid,85350,Rural,1961103924,"Școala Gimnazială ""Áprily Lajos"" Praid",Praid,85350,Rural,521341,1961103924,"S08 ""Aprily Lajos"" Praid","Școala Gimnazială ""Áprily Lajos"" Praid",Unitate de Învățământ,Pj,13398707,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Pieții,9,537240.0,266240013.0,266240013.0,Sc.Aprilylajos@Eduhr.Ro,829.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",6.0,50.0,0.0
2024-2025,HR,Racu,85662,Rural,1961104097,"Școala Gimnazială ""Cserei Mihály"" Racu",Racu,85662,Rural,521042,1961104097,"S08 ""Cserei Mihaly"" Racu","Școala Gimnazială ""Cserei Mihály"" Racu",Unitate de Învățământ,Pj,16419227,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,188,537298.0,266379311.0,266379311.0,Sc.Csereimihaly@Eduhr.Ro,166.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",3.0,15.0,0.0
2024-2025,HR,Remetea,85421,Rural,1961104432,"Școala Gimnazială ""Fráter György"" Remetea",Remetea,85421,Rural,520907,1961104432,"S08 ""Frater Gyorgy"" Remetea","Școala Gimnazială ""Fráter György"" Remetea",Unitate de Învățământ,Pj,12846730,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Piața Cseres Tibor,2,537250.0,266352104.0,266352162.0,Sc.Fratergyorgy@Eduhr.Ro,757.0,['Limba maghiară'],"['Antepreşcolar', 'Gimnazial', 'Preșcolar', 'Primar']",8.0,40.0,0.0
2024-2025,HR,Satu Mare,83188,Rural,1961100039,"Școala Gimnazială ""Nyirő József"" Satu Mare",Satu Mare,83188,Rural,520311,1961100039,"S08 ""Nyiro Jozsef"" Satu Mare","Școala Gimnazială ""Nyirő József"" Satu Mare",Unitate de Învățământ,Pj,16435672,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Satu Mare,480,537026.0,783244199.0,266245020.0,Scg.Nyirojozsef@Eduhr.Ro,256.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",1.0,18.0,0.0
2024-2025,HR,Săcel,85476,Rural,1961104599,Școala Gimnazială Săcel,Săcel,85476,Rural,520919,1961104599,S08 Sacel,Școala Gimnazială Săcel,Unitate de Învățământ,Pj,13398740,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Săcel,73,537255.0,266221019.0,266221019.0,Sc.Sacel@Eduhr.Ro,144.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",5.0,37.0,0.0
2024-2025,HR,Sărmaș,85537,Rural,1961103951,"Școala Gimnazială ""Sfântu Andrei"" Sărmaș",Sărmaș,85537,Rural,520945,1961103951,"S08 ""Sfantu Andrei"" Sarmas","Școala Gimnazială ""Sfântu Andrei"" Sărmaș",Unitate de Învățământ,Pj,13378890,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,1 Decembrie 1918,201,537260.0,266350615.0,266350615.0,Sc.Santuandrei@Eduhr.Ro,251.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",6.0,55.0,0.0
2024-2025,HR,Sâncrăieni,85699,Rural,1961100048,"Școala Gimnazială ""Vitos Mózes"" Sâncrăieni",Sâncrăieni,85699,Rural,520983,1961100048,"S08 ""Vitos Mozes"" Sincraieni","Școala Gimnazială ""Vitos Mózes"" Sâncrăieni",Unitate de Învățământ,Pj,4246289,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Bisericii,604,537265.0,266332838.0,266332838.0,Sc.Vitosmozes@Eduhr.Ro,256.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,18.0,0.0
2024-2025,HR,Sândominic,85779,Rural,1961100116,"Școala Gimnazială ""Márton Áron"" Sândominic",Sândominic,85779,Rural,521016,1961100116,"S08 ""Marton Aron"" Sandominic","Școala Gimnazială ""Márton Áron"" Sândominic",Unitate de Învățământ,Pj,12841260,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Alszeg,1681,537275.0,266336016.0,266336016.0,Sc.Martonaron@Eduhr.Ro,685.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",7.0,35.0,0.0
2024-2025,HR,Sânmartin,85797,Rural,1961104111,"Liceul Tehnologic ""Tivai Nagy Imre"" Sânmartin",Sânmartin,85797,Rural,521444,1961104111,"Gri ""Tivai Nagy Imre"" Sanmartin","Liceul Tehnologic ""Tivai Nagy Imre"" Sânmartin",Unitate de Învățământ,Pj,4245895,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Sânmartin,39,537280.0,266332108.0,266332108.0,Lc.Tivainagyimre@Eduhr.Ro,378.0,['Limba maghiară'],"['Gimnazial', 'Liceal', 'Preșcolar', 'Primar', 'Profesional']",3.0,23.0,0.0
2024-2025,HR,Sânsimion,85859,Rural,1961104893,"Școala Gimnazială ""Endes József"" Sânsimion",Sânsimion,85859,Rural,521078,1961104893,"S08 ""Endes Jozsef"" Sansimion","Școala Gimnazială ""Endes József"" Sânsimion",Unitate de Învățământ,Pj,12812451,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Sânsimion,110/A,537285.0,366401950.0,366401950.0,Sc.Endesjozsef@Eduhr.Ro,468.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,28.0,0.0
2024-2025,HR,Sântimbru,85742,Rural,1961104251,"Școala Gimnazială ""Arany János"" Sântimbru",Sântimbru,85742,Rural,520995,1961104251,"S08 ""Arany Janos"" Sântimbru","Școala Gimnazială ""Arany János"" Sântimbru",Unitate de Învățământ,Pj,16419235,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,539,537271.0,266347073.0,266347073.0,Scg.Aranyjanos@Eduhr.Ro,234.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",3.0,18.0,0.0
2024-2025,HR,Secuieni,85591,Rural,1961100134,"Școala Gimnazială ""Bem József"" Secuieni",Secuieni,85591,Rural,520969,1961100134,"S08 ""Bem Jozsef"" Secuieni","Școala Gimnazială ""Bem József"" Secuieni",Unitate de Învățământ,Pj,13398758,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,39,537290.0,266244752.0,266244752.0,Sc.Bemjozsef@Eduhr.Ro,302.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,31.0,0.0
2024-2025,HR,Siculeni,85635,Rural,1961104495,"Școala Gimnazială ""Zöld Péter"" Siculeni",Siculeni,85635,Rural,521028,1961104495,"S08 ""Zold Peter"" Siculeni","Școala Gimnazială ""Zöld Péter"" Siculeni",Unitate de Învățământ,Pj,12846764,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Patakelve,225,537295.0,757026858.0,757026858.0,Sc.Zoldpeter@Eduhr.Ro,291.0,['Limba maghiară'],"['Antepreşcolar', 'Gimnazial', 'Preșcolar', 'Primar']",5.0,16.0,0.0
2024-2025,HR,Subcetate,85886,Rural,1961104563,"Liceul ""Miron Cristea"" Subcetate",Subcetate,85886,Rural,521456,1961104563,"Lit ""Miron Cristea"" Subcetate","Liceul ""Miron Cristea"" Subcetate",Unitate de Învățământ,Pj,4367680,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Elie Câmpeanu,11,537300.0,266345009.0,266345070.0,Gs.Mironcristea@Eduhr.Ro,457.0,['Limba română'],"['Gimnazial', 'Liceal', 'Preșcolar', 'Primar']",4.0,37.0,0.0
2024-2025,HR,Suseni,85939,Rural,1961103969,"Școala Gimnazială ""Elekes Vencel"" Suseni",Suseni,85939,Rural,521080,1961103969,"S08 ""Elekes Vencel"" Suseni","Școala Gimnazială ""Elekes Vencel"" Suseni",Unitate de Învățământ,Pj,12846748,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Școlii,"8,10",537305.0,266350005.0,266350064.0,Sc.Elekesvenczel@Eduhr.Ro,511.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",6.0,40.0,0.0
2024-2025,HR,Șimonești,85993,Rural,1961104536,"Școala Gimnazială ""Marosi Gergely"" Șimonești",Șimonești,85993,Rural,521107,1961104536,"S08 ""Marosi Gergely"" Simonesti","Școala Gimnazială ""Marosi Gergely"" Șimonești",Unitate de Învățământ,Pj,4245917,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Morii,136,537310.0,266221637.0,266221637.0,Sc.Marosigergely@Eduhr.Ro,333.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",6.0,34.0,0.0
2024-2025,HR,Tomești,84139,Rural,1961103874,"Școala Gimnazială ""Bálint Vilmos"" Tomești",Tomești,84139,Rural,520440,1961103874,"S08 ""Balint Vilmos"" Tomesti","Școala Gimnazială ""Bálint Vilmos"" Tomești",Unitate de Învățământ,Pj,16038460,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Tomești,668,537037.0,266336546.0,266336546.0,Sc.Balintvilmos@Eduhr.Ro,274.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,15.0,0.0
2024-2025,HR,Toplita,83641,Urban,1981104442,Clubul Sportiv Școlar Toplița,Toplița,83641,Urban,5040316,1981104442,Css Toplita,Clubul Sportiv Școlar Toplița,Club Sportiv Școlar,Pj,16051191,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Ștefan cel Mare,15,535700.0,266341409.0,266341409.0,Css.Toplita@Eduhr.Ro,,,,,,
2024-2025,HR,Toplita,83641,Urban,1961104518,"Colegiul Național ""Mihai Eminescu"" Toplița",Toplița,83641,Urban,521547,1961104518,"Cn ""Mihai Eminescu"" Toplița","Colegiul Național ""Mihai Eminescu"" Toplița",Unitate de Învățământ,Pj,4866361,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Stefan cel Mare,15,535700.0,266341804.0,266341804.0,Cn.Mihaieminescu@Eduhr.Ro,314.0,['Limba română'],"['Liceal', 'Postliceal', 'Profesional']",1.0,0.0,18.0
2024-2025,HR,Toplita,83641,Urban,1961100093,"Grădinița ""Voinicel"" Toplița",Toplița,83641,Urban,791465,1961100093,"Gpp ""Voinicel"" Toplita","Grădinița ""Voinicel"" Toplița",Unitate de Învățământ,Pj,17056766,Program Prelungit,Buget,Publică de Interes Național Și Local,Gării,42-44,535700.0,266341691.0,266341691.0,Gr.Voinicel@Eduhr.Ro,200.0,['Limba română'],['Preșcolar'],2.0,0.0,9.0
2024-2025,HR,Toplita,83641,Urban,1961104337,"Liceul Teoretic ""Kemény János"" Toplița",Toplița,83641,Urban,5035660,1961104337,"Lit ""Kemeny Janos"" Toplita","Liceul Teoretic ""Kemény János"" Toplița",Unitate de Învățământ,Pj,13378947,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Sportivilor,5/G,535700.0,266343997.0,266341309.0,Lt.Kemenyjanos@Eduhr.Ro,186.0,['Limba maghiară'],"['Gimnazial', 'Liceal', 'Preșcolar', 'Primar']",2.0,0.0,23.0
2024-2025,HR,Toplita,83641,Urban,1961104789,"Liceul Teoretic ""O.C.Tăslăuanu"" Toplița",Toplița,83641,Urban,521418,1961104789,"Lit ""O.C.Taslauanu"" Toplita","Liceul Teoretic ""O.C.Tăslăuanu"" Toplița",Unitate de Învățământ,Pj,4559634,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Dealului,9,535700.0,266341169.0,266341169.0,Lt.Octaslauanu@Eduhr.Ro,656.0,['Limba română'],"['Gimnazial', 'Liceal', 'Primar']",1.0,0.0,25.0
2024-2025,HR,Toplita,83641,Urban,1961104269,"Școala Gimnazială ""Andrei Șaguna"" Toplița",Toplița,83641,Urban,520218,1961104269,"S08 ""Andrei Saguna"" Toplita","Școala Gimnazială ""Andrei Șaguna"" Toplița",Unitate de Învățământ,Pj,17056782,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,1 Decembrie 1918,160,535700.0,266341838.0,266341838.0,Sc.Nr1Toplita@Eduhr.Ro,336.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,0.0,44.0
2024-2025,HR,Toplita,83641,Urban,1961103788,"Școala Gimnazială ""Miron Cristea"" Toplița",Toplița,83641,Urban,521303,1961103788,"S08 ""Miron Cristea"" Toplita","Școala Gimnazială ""Miron Cristea"" Toplița",Unitate de Învățământ,Pj,13378939,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Avram Iancu,4,535700.0,266342647.0,266342647.0,Sc.Mironcristea@Eduhr.Ro,344.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,0.0,21.0
2024-2025,HR,Toplita,83641,Urban,1961103779,"Școala Gimnazială ""Sfântu Ilie"" Toplița",Toplița,83641,Urban,5035608,1961103779,"S08 ""Sfantu Ilie"" Toplita","Școala Gimnazială ""Sfântu Ilie"" Toplița",Unitate de Învățământ,Pj,13394845,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Ștefan cel Mare,21,535700.0,266341700.0,266341700.0,Sc.Sfantuilie@Eduhr.Ro,354.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",3.0,0.0,18.0
2024-2025,HR,Tulgheș,86142,Rural,1961104649,Școala Gimnazială Tulgheș,Tulgheș,86142,Rural,521353,1961104649,S08 Tulghes,Școala Gimnazială Tulgheș,Unitate de Învățământ,Pj,4245925,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,44,537330.0,266338109.0,266338333.0,Sc.Tulghes@Eduhr.Ro,301.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",5.0,37.0,0.0
2024-2025,HR,Tușnad,86197,Rural,1961103734,"Școala Gimnazială ""Imets Fülöp Jákó"" Tușnad",Tușnad,86197,Rural,521145,1961103734,"S08 ""Imets F.J."" Tusnad","Școala Gimnazială ""Imets Fülöp Jákó"" Tușnad",Unitate de Învățământ,Pj,12846756,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,40,537335.0,266334152.0,266334152.0,Sc.Fulopimetsjako@Eduhr.Ro,277.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,24.0,0.0
2024-2025,HR,Ulieș,86231,Rural,1961104129,"Școala Gimnazială ""Toró Tibor"" Ulieș",Ulieș,86231,Rural,521169,1961104129,"S08 ""Toro Tibor"" Ulies","Școala Gimnazială ""Toró Tibor"" Ulieș",Unitate de Învățământ,Pj,4367736,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,U,110,537340.0,266222115.0,266225115.0,Sc.Ulies@Eduhr.Ro,112.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",3.0,15.0,0.0
2024-2025,HR,Lunca de Jos,84745,Rural,1961103892,Școala Gimnazială Valea Rece,Valea Rece,84745,Rural,520672,1961103892,S08 Valea Rece,Școala Gimnazială Valea Rece,Unitate de Învățământ,Pj,17094441,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Valea Rece,1166,537153.0,266339663.0,266339663.0,Sc.Valearece@Eduhr.Ro,317.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,29.0,0.0
2024-2025,HR,Vărșag,86320,Rural,1961103915,"Școala Gimnazială ""Körösi Csoma Sándor"" Vărșag",Vărșag,86320,Rural,521171,1961103915,"S08 ""Korosi Csoma Sandor"" Varsag","Școala Gimnazială ""Körösi Csoma Sándor"" Vărșag",Unitate de Învățământ,Pj,13378858,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Centru,386,537350.0,266244416.0,266890040.0,Sc.Korosicsomasandor@Eduhr.Ro,275.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,27.0,0.0
2024-2025,HR,Vlăhița,83758,Urban,1961104052,"Liceul Tehnologic ""Gábor Áron"" Vlăhița",Vlăhița,83758,Urban,1181758,1961104052,"Gri ""Gabor Aron"" Vlahita","Liceul Tehnologic ""Gábor Áron"" Vlăhița",Unitate de Învățământ,Pj,4367426,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Mihai Eminescu,2,535800.0,266246897.0,266246897.0,Gs.Gaboraron@Eduhr.Ro,629.0,['Limba maghiară'],"['Gimnazial', 'Liceal', 'Preșcolar', 'Primar', 'Profesional']",3.0,0.0,29.0
2024-2025,HR,Vlăhița,83758,Urban,1961104708,"Școala Gimnazială ""Mártonffi János"" Vlăhița",Vlăhița,83758,Urban,520270,1961104708,"S08 ""Martonffi Janos"" Vlahita","Școala Gimnazială ""Mártonffi János"" Vlăhița",Unitate de Învățământ,Pj,4367418,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Republicii,22,535800.0,266246071.0,266246071.0,Sc.Martonffijanos@Eduhr.Ro,506.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,0.0,20.0
2024-2025,HR,Voșlăbeni,86348,Rural,1961104803,"Școala Gimnazială ""Teodor Chindea"" Voșlăbeni",Voșlăbeni,86348,Rural,521195,1961104803,"S08 ""Teodor Chindea"" Voslabeni","Școala Gimnazială ""Teodor Chindea"" Voșlăbeni",Unitate de Învățământ,Pj,12789790,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,386,537355.0,266351607.0,266351607.0,Sc.Teodorchindea@Eduhr.Ro,137.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",5.0,30.0,0.0
2024-2025,HR,Zetea,86375,Rural,1961104753,"Liceul ""Dr.P. Boros Fortunat"" Zetea",Zetea,86375,Rural,521212,1961104753,"Lit ""Dr.P. Boros Fortunat"" Zetea","Liceul ""Dr.P. Boros Fortunat"" Zetea",Unitate de Învățământ,Pj,4367760,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Sebestyén Mózes,8,537360.0,266241122.0,266242122.0,Lt.Borosfortunat@Eduhr.Ro,723.0,['Limba maghiară'],"['Gimnazial', 'Liceal', 'Preșcolar', 'Primar', 'Profesional']",7.0,57.0,0.0
2024-2025,IF,1 Decembrie,102552,Rural,2361102242,"Școala Gimnazială Nr. 1, 1 Decembrie",1 Decembrie,102552,Rural,238004856,2361102242,"Școala Gimnazială Nr. 1, 1 Decembrie","Școala Gimnazială Nr. 1, 1 Decembrie",Unitate de Învățământ,Pj,13634190,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Giurgiului  (Locatia 1)/ 8 Martie (Locatia 2),220/12,77005.0,214687109.0,214687018.0,Scoala1Decembrie@Yahoo.Com,917.0,['Limba română'],"['Antepreşcolar', 'Gimnazial', 'Preșcolar', 'Primar']",2.0,21.0,0.0
2024-2025,IF,Afumați,100843,Rural,2361101431,Școala Gimnazială Nr. 1 Afumați,Afumați,100843,Rural,238004650,2361101431,Școala Gimnazială Nr. 1 Afumați,Școala Gimnazială Nr. 1 Afumați,Unitate de Învățământ,Pj,13613864,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Petrachioaia ( Locatie 1)/ Buc.Urziceni (Locatie 2),10/128,77010.0,213509246.0,213509246.0,Scoala_Afumati@Yahoo.Com,848.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,26.0,0.0
2024-2025,IF,Balotești,100978,Rural,2361202932,Grădinița cu Program Normal Și Prelungit „Kids Club Balotești”,Balotești,100978,Rural,404201925,2361202932,Grădinița cu Pn Și Pp „ Kids Club” Balotești,Grădinița cu Program Normal Și Prelungit „Kids Club Balotești”,Unitate de Învățământ,Pj,14771544,Program Prelungit,Taxă,Privată,Viselor / Str. Amurgului,1/165/18,77015.0,724282282.0,724282282.0,Diana@Kidsclub.Ro,87.0,['Limba română'],['Preșcolar'],1.0,3.0,0.0
2024-2025,IF,Balotești,100978,Rural,2361101811,Grădinița Nr. 1 Balotești,Balotești,100978,Rural,232533714,2361101811,Grădinița Nr. 1 Balotești,Grădinița Nr. 1 Balotești,Unitate de Învățământ,Pj,22469025,Program Prelungit,Buget,Publică de Interes Național Și Local,Unirii,158/154A/6,77015.0,213520770.0,213520770.0,Gradinitanr1Balotesti@Yahoo.Com,212.0,['Limba română'],['Preșcolar'],1.0,4.0,0.0
